Governo Federal 2018, Poderes Legislativo e Judiciário, Órgão Superior, UO, UG, Ação e PO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Filtro do relatório:;;;;;;;;;;;;;;;;;;;;;
({Esfera Orçamentária} = 1:ORCAMENTO FISCAL, 2:ORCAMENTO DE SEGURIDADE SOCIAL) E ({Mês Lançamento} = 014/2018) E ({Item Informação} = DOTACAO INICIAL, DOTACAO ATUALIZADA, DESPESAS EMPENHADAS, DESPESAS LIQUIDADAS, DESPESAS INSCRITAS EM RP NAO PROCESSADOS, DESPESAS PAGAS) E ({UO - Poder} = 1:PODER LEGISLATIVO, 2:PODER JUDICIARIO);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Páginas:;;;;;;;;;;;;;;;;;;;;;
Mês Lançamento: 014/2018;;;;;;;;;;;;;;;;;;;;;
Métrica: Saldo - R$ (Item Informação);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UO - Órgão Superior;;Unidade Orçamentária;;UG Executora;;Ação Governo;;Plano Orçamentário;;;;;;;Item Informação;9;13;23;25;27;28
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;20TP;ATIVOS CIVIS DA UNIAO;14115;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;87.770.852,00;93.249.066,00;90.796.008,67;90.796.008,67;;90.796.008,67
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14115;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;822.024,00;768.024,00;743.668,20;743.668,20;;743.668,20
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14115;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;2.352,00;5.629,00;1.786,08;1.786,08;;1.786,08
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14115;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;4.784.208,00;4.637.208,00;4.620.233,20;4.620.233,20;;4.620.233,20
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14115;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;125.460,00;147.390,00;108.708,13;108.708,13;;108.708,13
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14116;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;41.990.000,00;48.540.148,00;48.461.612,35;48.461.612,35;;48.461.612,35
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14116;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;30.585.634,00;33.247.811,00;29.364.931,00;29.249.638,44;115.292,56;29.249.638,44
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14116;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;5.608.920,00;5.706.960,00;5.705.169,88;5.700.838,43;4.331,45;5.700.838,43
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14116;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;35.694.844,00;41.928.484,00;41.864.792,33;38.617.320,97;3.247.471,36;38.586.207,42
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14116;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;1.047.969,00;1.047.969,00;1.046.292,06;1.039.195,56;7.096,50;1.039.195,56
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;20TP;ATIVOS CIVIS DA UNIAO;14116;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;173.495.395,00;186.639.526,00;186.637.079,36;186.404.087,42;232.991,94;186.404.087,42
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14116;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;1.946.016,00;1.769.725,00;1.725.847,22;1.725.847,22;;1.725.847,22
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14116;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;130.560,00;241.169,00;220.084,57;220.084,57;;220.084,57
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14116;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;8.868.288,00;8.823.445,00;8.722.379,05;8.722.379,05;;8.722.379,05
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14116;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;295.776,00;151.469,00;82.492,25;82.492,25;;82.492,25
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;7X25;INSTALACAO DO GERADOR DE ENERGIA FOTOVOLTAICA DO TRIBUNAL RE;14116;2;122;570;7X25;0;INSTALACAO DO GERADOR DE ENERGIA FOTOVOLTAICA DO TRIBUNAL REGIONAL ELEITORAL DO PARANA - DESPESAS DIVERSAS;;0;450.000,00;450.000,00;138.482,07;311.517,93;138.482,07
14000;JUSTICA ELEITORAL;14116;TRIBUNAL REGIONAL ELEITORAL DO PARANA;70019;TRIBUNAL REGIONAL ELEITORAL DO PARANA;7X25;INSTALACAO DO GERADOR DE ENERGIA FOTOVOLTAICA DO TRIBUNAL RE;14116;2;122;570;7X25;EIND;EMENDA INDIVIDUAL;;1.500.000,00;1.500.000,00;1.500.000,00;360.167,83;1.139.832,17;360.167,83
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14117;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;38.480.000,00;44.892.909,00;44.473.262,47;44.473.262,47;;44.473.262,47
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14117;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;27.554.370,00;29.193.797,00;25.349.570,74;25.349.570,74;;25.349.570,74
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;14QG;AMPLIACAO DE IMOVEL PARA ARMAZENAMENTO DE URNAS ELETRONICAS;14117;2;122;570;14QG;EIND;EMENDA INDIVIDUAL;;3.270.000,00;0;;;;
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14117;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;5.178.060,00;5.178.060,00;5.159.027,17;5.159.027,17;;5.159.027,17
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14117;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;31.995.201,00;30.853.121,00;26.874.950,26;23.514.235,98;3.360.714,28;23.461.251,93
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14117;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;794.349,00;864.349,00;675.120,81;672.900,81;2.220,00;672.900,81
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14117;2;122;570;20GP;EIND;EMENDA INDIVIDUAL;;0;3.270.000,00;3.190.896,00;2.449.232,50;741.663,50;2.449.232,50
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;20TP;ATIVOS CIVIS DA UNIAO;14117;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;148.825.482,00;158.190.025,00;154.404.178,46;154.404.178,46;;154.404.178,46
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14117;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;1.644.048,00;1.644.048,00;1.474.355,02;1.474.355,02;;1.474.355,02
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14117;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;100.800,00;141.701,00;122.717,35;122.717,35;;122.717,35
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14117;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;9.663.888,00;9.663.888,00;9.203.170,94;9.203.170,94;;9.203.170,94
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14117;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;224.352,00;224.352,00;133.804,00;99.774,80;34.029,20;99.774,80
14000;JUSTICA ELEITORAL;14117;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;14117;2;122;570;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;20.000,00;20.000,00;17.606,52;17.606,52;;17.606,52
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70001;SECRETARIA DE ADMINISTRACAO - TSE;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14118;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;;;63.340,32;63.340,32;;63.340,32
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14118;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;19.500.000,00;22.318.861,00;21.794.617,34;21.794.617,34;;21.794.617,34
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14118;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;16.262.340,00;17.328.834,00;15.116.681,96;15.116.681,96;;15.116.681,96
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;14FL;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE TERESINA -;14118;2;122;570;14FL;0;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE TERESINA - PI;;4.620.000,00;5.391.270,00;5.209.488,61;5.119.889,93;89.598,68;5.119.889,93
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;14QK;AMPLIACAO DE CARTORIO ELEITORAL NO MUNICIPIO DE PEDRO II - P;14118;2;122;570;14QK;0;AMPLIACAO DE CARTORIO ELEITORAL NO MUNICIPIO DE PEDRO II - PI;;0;16.200,00;16.197,60;16.197,60;;16.197,60
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14118;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;3.604.260,00;3.604.260,00;3.604.260,00;3.591.243,77;13.016,23;3.591.243,77
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14118;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;22.311.942,00;27.563.183,00;27.415.714,64;23.041.338,30;4.374.376,34;23.041.338,30
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14118;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;554.428,00;554.428,00;459.408,00;418.976,18;40.431,82;418.976,18
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;20TP;ATIVOS CIVIS DA UNIAO;14118;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;92.038.284,00;98.122.827,00;95.665.082,66;95.244.355,24;420.727,42;95.244.355,24
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14118;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;914.292,00;859.292,00;839.023,38;839.023,38;;839.023,38
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14118;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;32.256,00;32.256,00;28.820,36;28.820,36;;28.820,36
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14118;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;4.975.152,00;5.072.209,00;5.040.185,19;5.040.185,19;;5.040.185,19
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;70006;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14118;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;158.016,00;60.089,00;21.042,64;21.042,64;;21.042,64
14000;JUSTICA ELEITORAL;14118;TRIBUNAL REGIONAL ELEITORAL DO PIAUI;153063;UNIVERSIDADE FEDERAL DO PARA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14118;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;;;95.020,00;;95.020,00;
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14119;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;138.970.000,00;147.440.022,00;147.059.602,32;146.985.364,45;74.237,87;146.982.315,38
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;536;BENEFICIOS E PENSOES INDENIZATORIAS DECORRENTES DE LEGISLACA;14119;28;846;909;536;1;DESPESAS COM BENEFICIOS E PENSOES INDENIZATORIAS DECORRENTES DE LEGISLACAO ESPECIAL E/OU DECISOES JUDICIAIS;;20.184,00;20.184,00;20.184,00;18.545,76;1.638,24;18.545,76
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14119;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;50.327.464,00;53.756.887,00;44.349.493,92;44.348.536,36;957,56;44.348.536,36
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14119;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;8.129.580,00;7.929.580,00;7.929.408,25;7.929.408,25;;7.929.408,25
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14119;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;50.086.219,00;46.369.790,00;43.337.925,55;38.639.205,88;4.698.719,67;38.543.018,59
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14119;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;779.066,00;779.066,00;582.814,29;558.679,09;24.135,20;558.679,09
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14119;2;122;570;20GP;3;REFORMA DAS INSTALACOES ELETRICAS DO ANEXO DO EDIFICIO-SEDE DO TRE-RJ;;0;110.000,00;;;;
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;20TP;ATIVOS CIVIS DA UNIAO;14119;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;247.058.631,00;253.058.784,00;252.452.974,34;252.127.061,04;325.913,30;252.127.061,04
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14119;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;2.046.672,00;2.194.432,00;2.161.041,04;2.161.041,04;;2.161.041,04
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14119;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;1.342.116,00;1.369.233,00;1.342.619,36;1.342.619,36;;1.342.619,36
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14119;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;14.554.176,00;13.974.176,00;13.915.672,13;13.915.672,13;;13.915.672,13
14000;JUSTICA ELEITORAL;14119;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14119;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;584.652,00;484.652,00;365.115,39;365.115,39;;365.115,39
14000;JUSTICA ELEITORAL;14120;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;70008;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14120;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;20.670.000,00;23.640.763,00;23.570.858,68;23.570.858,68;;23.570.858,68
14000;JUSTICA ELEITORAL;14120;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;70008;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14120;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;14.012.820,00;15.136.251,00;13.312.246,89;13.312.246,89;;13.312.246,89
14000;JUSTICA ELEITORAL;14120;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;70008;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14120;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;2.840.580,00;2.885.946,00;2.884.448,77;2.884.448,77;;2.884.448,77
